,date,BTC-USD,fng_value,fng_classification,action
1949,2023-06-07,26345.998046875,53.0,Neutral,Hold
1950,2023-06-08,26508.216796875,50.0,Neutral,Hold
1951,2023-06-09,26480.375,50.0,Neutral,Hold
1952,2023-06-10,25851.240234375,49.0,Neutral,Hold
1953,2023-06-11,25940.16796875,47.0,Neutral,Hold
1954,2023-06-12,25902.5,47.0,Neutral,Hold
1955,2023-06-13,25918.728515625,45.0,Fear,Hold
1956,2023-06-14,25124.67578125,46.0,Fear,Hold
1957,2023-06-15,25576.39453125,41.0,Fear,Hold
1958,2023-06-16,26327.462890625,47.0,Neutral,Hold
1959,2023-06-17,26510.67578125,47.0,Neutral,Hold
1960,2023-06-18,26336.212890625,49.0,Neutral,Hold
1961,2023-06-19,26851.029296875,47.0,Neutral,Hold
1962,2023-06-20,28327.48828125,49.0,Neutral,Hold
1963,2023-06-21,30027.296875,59.0,Greed,Hold
1964,2023-06-22,29912.28125,65.0,Greed,Hold
1965,2023-06-23,30695.46875,65.0,Greed,Hold
1966,2023-06-24,30548.6953125,62.0,Greed,Hold
1967,2023-06-25,30480.26171875,64.0,Greed,Hold
1968,2023-06-26,30271.130859375,55.0,Greed,Hold
1969,2023-06-27,30688.1640625,59.0,Greed,Hold
1970,2023-06-28,30086.24609375,62.0,Greed,Hold
1971,2023-06-29,30445.3515625,54.0,Neutral,Hold
1972,2023-06-30,30477.251953125,56.0,Greed,Hold
1973,2023-07-01,30590.078125,59.0,Greed,Hold
1974,2023-07-02,30620.76953125,63.0,Greed,Hold
1975,2023-07-03,31156.439453125,62.0,Greed,Hold
1976,2023-07-04,30777.58203125,64.0,Greed,Hold
1977,2023-07-05,30514.166015625,61.0,Greed,Hold
1978,2023-07-06,29909.337890625,56.0,Greed,Hold
1979,2023-07-07,30342.265625,55.0,Greed,Hold
1980,2023-07-08,30292.541015625,58.0,Greed,Hold
1981,2023-07-09,30171.234375,55.0,Greed,Hold
1982,2023-07-10,30414.470703125,56.0,Greed,Hold
1983,2023-07-11,30620.951171875,57.0,Greed,Hold
1984,2023-07-12,30391.646484375,64.0,Greed,Hold
1985,2023-07-13,31476.048828125,57.0,Greed,Hold
1986,2023-07-14,30334.068359375,60.0,Greed,Hold
1987,2023-07-15,30295.806640625,56.0,Greed,Hold
1988,2023-07-16,30249.1328125,57.0,Greed,Hold
1989,2023-07-17,30145.888671875,54.0,Neutral,Hold
1990,2023-07-18,29856.5625,56.0,Greed,Hold
1991,2023-07-19,29913.923828125,50.0,Neutral,Hold
1992,2023-07-20,29792.015625,56.0,Greed,Hold
1993,2023-07-21,29908.744140625,50.0,Neutral,Hold
1994,2023-07-22,29771.802734375,52.0,Neutral,Hold
1995,2023-07-23,30084.5390625,54.0,Neutral,Hold
1996,2023-07-24,29176.916015625,55.0,Greed,Hold
1997,2023-07-25,29227.390625,50.0,Neutral,Hold
1998,2023-07-26,29354.97265625,51.0,Neutral,Hold
1999,2023-07-27,29210.689453125,51.0,Neutral,Hold
2000,2023-07-28,29319.24609375,52.0,Neutral,Hold
2001,2023-07-29,29356.91796875,52.0,Neutral,Hold
2002,2023-07-30,29275.30859375,52.0,Neutral,Hold
2003,2023-07-31,29230.111328125,50.0,Neutral,Hold
2004,2023-08-01,29675.732421875,53.0,Neutral,Hold
2005,2023-08-02,29151.958984375,53.0,Neutral,Hold
2006,2023-08-03,29178.6796875,52.0,Neutral,Hold
2007,2023-08-04,29074.091796875,54.0,Neutral,Hold
2008,2023-08-05,29042.126953125,50.0,Neutral,Hold
2009,2023-08-06,29041.85546875,49.0,Neutral,Hold
2010,2023-08-07,29180.578125,49.0,Neutral,Hold
2011,2023-08-08,29765.4921875,54.0,Neutral,Hold
2012,2023-08-09,29561.494140625,50.0,Neutral,Hold
2013,2023-08-10,29429.591796875,53.0,Neutral,Hold
2014,2023-08-11,29397.71484375,51.0,Neutral,Hold
2015,2023-08-12,29415.96484375,54.0,Neutral,Hold
2016,2023-08-13,29282.9140625,54.0,Neutral,Hold
2017,2023-08-14,29408.443359375,50.0,Neutral,Hold
2018,2023-08-15,29170.34765625,53.0,Neutral,Hold
2019,2023-08-16,28701.779296875,52.0,Neutral,Hold
2020,2023-08-17,26664.55078125,50.0,Neutral,Hold
2021,2023-08-18,26049.556640625,37.0,Fear,Hold
2022,2023-08-19,26096.205078125,39.0,Fear,Hold
2023,2023-08-20,26189.583984375,37.0,Fear,Hold
2024,2023-08-21,26124.140625,38.0,Fear,Hold
2025,2023-08-22,26031.65625,37.0,Fear,Hold
2026,2023-08-23,26431.640625,37.0,Fear,Hold
2027,2023-08-24,26162.373046875,41.0,Fear,Hold
2028,2023-08-25,26047.66796875,39.0,Fear,Hold
2029,2023-08-26,26008.462890625,38.0,Fear,Hold
2030,2023-08-27,26089.693359375,38.0,Fear,Hold
2031,2023-08-28,26106.150390625,39.0,Fear,Hold
2032,2023-08-29,27727.392578125,39.0,Fear,Hold
2033,2023-08-30,27297.265625,49.0,Neutral,Hold
2034,2023-08-31,25931.47265625,52.0,Neutral,Hold
2035,2023-09-01,25800.724609375,40.0,Fear,Hold
2036,2023-09-02,25868.798828125,39.0,Fear,Hold
2037,2023-09-03,25969.56640625,40.0,Fear,Hold
2038,2023-09-04,25812.416015625,40.0,Fear,Hold
2039,2023-09-05,25779.982421875,40.0,Fear,Hold
2040,2023-09-06,25753.236328125,42.0,Fear,Hold
2041,2023-09-07,26240.1953125,41.0,Fear,Hold
2042,2023-09-08,25905.654296875,46.0,Fear,Hold
2043,2023-09-09,25895.677734375,41.0,Fear,Hold
2044,2023-09-10,25832.2265625,40.0,Fear,Hold
2045,2023-09-11,25162.654296875,40.0,Fear,Hold
2046,2023-09-12,25833.34375,30.0,Fear,Hold
2047,2023-09-13,26228.32421875,41.0,Fear,Hold
2048,2023-09-14,26539.673828125,45.0,Fear,Hold
2049,2023-09-15,26608.693359375,45.0,Fear,Hold
2050,2023-09-16,26568.28125,43.0,Fear,Hold
2051,2023-09-17,26534.1875,46.0,Fear,Hold
2052,2023-09-18,26754.28125,46.0,Fear,Hold
2053,2023-09-19,27211.1171875,46.0,Fear,Hold
2054,2023-09-20,27132.0078125,47.0,Neutral,Hold
2055,2023-09-21,26567.6328125,47.0,Neutral,Hold
2056,2023-09-22,26579.568359375,43.0,Fear,Hold
2057,2023-09-23,26579.390625,47.0,Neutral,Hold
2058,2023-09-24,26256.826171875,44.0,Fear,Hold
2059,2023-09-25,26298.48046875,47.0,Neutral,Hold
2060,2023-09-26,26217.25,46.0,Fear,Hold
2061,2023-09-27,26352.716796875,44.0,Fear,Hold
2062,2023-09-28,27021.546875,46.0,Fear,Hold
2063,2023-09-29,26911.720703125,48.0,Neutral,Hold
2064,2023-09-30,26967.916015625,47.0,Neutral,Hold
2065,2023-10-01,27983.75,48.0,Neutral,Hold
2066,2023-10-02,27530.78515625,50.0,Neutral,Hold
2067,2023-10-03,27429.978515625,50.0,Neutral,Hold
2068,2023-10-04,27799.39453125,49.0,Neutral,Hold
2069,2023-10-05,27415.912109375,48.0,Neutral,Hold
2070,2023-10-06,27946.59765625,50.0,Neutral,Hold
2071,2023-10-07,27968.83984375,49.0,Neutral,Hold
2072,2023-10-08,27935.08984375,50.0,Neutral,Hold
2073,2023-10-09,27583.677734375,50.0,Neutral,Hold
2074,2023-10-10,27391.01953125,50.0,Neutral,Hold
2075,2023-10-11,26873.3203125,47.0,Neutral,Hold
2076,2023-10-12,26756.798828125,45.0,Fear,Hold
2077,2023-10-13,26862.375,44.0,Fear,Hold
2078,2023-10-14,26861.70703125,47.0,Neutral,Hold
2079,2023-10-15,27159.65234375,45.0,Fear,Hold
2080,2023-10-16,28519.466796875,47.0,Neutral,Hold
2081,2023-10-17,28415.748046875,52.0,Neutral,Hold
2082,2023-10-18,28328.341796875,50.0,Neutral,Hold
2083,2023-10-19,28719.806640625,52.0,Neutral,Hold
2084,2023-10-20,29682.94921875,53.0,Neutral,Hold
2085,2023-10-21,29918.412109375,63.0,Greed,Hold
2086,2023-10-22,29993.896484375,53.0,Neutral,Hold
2087,2023-10-23,33086.234375,53.0,Neutral,Hold
2088,2023-10-24,33901.52734375,66.0,Greed,Hold
2089,2023-10-25,34502.8203125,72.0,Greed,Hold
2090,2023-10-26,34156.6484375,71.0,Greed,Hold
2091,2023-10-27,33909.80078125,70.0,Greed,Hold
2092,2023-10-28,34089.57421875,65.0,Greed,Hold
2093,2023-10-29,34538.48046875,72.0,Greed,Hold
2094,2023-10-30,34502.36328125,68.0,Greed,Hold
2095,2023-10-31,34667.78125,66.0,Greed,Hold
2096,2023-11-01,35437.25390625,66.0,Greed,Hold
2097,2023-11-02,34938.2421875,72.0,Greed,Hold
2098,2023-11-03,34732.32421875,65.0,Greed,Hold
2099,2023-11-04,35082.1953125,68.0,Greed,Hold
2100,2023-11-05,35049.35546875,70.0,Greed,Hold
2101,2023-11-06,35037.37109375,74.0,Greed,Hold
2102,2023-11-07,35443.5625,68.0,Greed,Hold
2103,2023-11-08,35655.27734375,66.0,Greed,Hold
2104,2023-11-09,36693.125,69.0,Greed,Hold
2105,2023-11-10,37313.96875,70.0,Greed,Hold
2106,2023-11-11,37138.05078125,70.0,Greed,Hold
2107,2023-11-12,37054.51953125,73.0,Greed,Hold
2108,2023-11-13,36502.35546875,72.0,Greed,Hold
2109,2023-11-14,35537.640625,69.0,Greed,Hold
2110,2023-11-15,37880.58203125,60.0,Greed,Hold
2111,2023-11-16,36154.76953125,70.0,Greed,Hold
2112,2023-11-17,36596.68359375,63.0,Greed,Hold
2113,2023-11-18,36585.703125,69.0,Greed,Hold
2114,2023-11-19,37386.546875,66.0,Greed,Hold
2115,2023-11-20,37476.95703125,69.0,Greed,Hold
2116,2023-11-21,35813.8125,71.0,Greed,Hold
2117,2023-11-22,37432.33984375,62.0,Greed,Hold
2118,2023-11-23,37289.62109375,66.0,Greed,Hold
2119,2023-11-24,37720.28125,66.0,Greed,Hold
2120,2023-11-25,37796.79296875,73.0,Greed,Hold
2121,2023-11-26,37479.12109375,73.0,Greed,Hold
2122,2023-11-27,37254.16796875,66.0,Greed,Hold
2123,2023-11-28,37831.0859375,68.0,Greed,Hold
2124,2023-11-29,37858.4921875,72.0,Greed,Hold
2125,2023-11-30,37712.74609375,74.0,Greed,Hold
2126,2023-12-01,38688.75,71.0,Greed,Hold
2127,2023-12-02,39476.33203125,74.0,Greed,Hold
2128,2023-12-03,39978.390625,73.0,Greed,Hold
2129,2023-12-04,41980.09765625,74.0,Greed,Hold
2130,2023-12-05,44080.6484375,75.0,Greed,Hold
2131,2023-12-06,43746.4453125,72.0,Greed,Hold
2132,2023-12-07,43292.6640625,72.0,Greed,Hold
2133,2023-12-08,44166.6015625,72.0,Greed,Hold
2134,2023-12-09,43725.984375,73.0,Greed,Hold
2135,2023-12-10,43779.69921875,74.0,Greed,Hold
2136,2023-12-11,41243.83203125,74.0,Greed,Hold
2137,2023-12-12,41450.22265625,67.0,Greed,Hold
2138,2023-12-13,42890.7421875,65.0,Greed,Hold
2139,2023-12-14,43023.97265625,72.0,Greed,Hold
2140,2023-12-15,41929.7578125,70.0,Greed,Hold
2141,2023-12-16,42240.1171875,67.0,Greed,Hold
2142,2023-12-17,41364.6640625,73.0,Greed,Hold
2143,2023-12-18,42623.5390625,65.0,Greed,Hold
2144,2023-12-19,42270.52734375,73.0,Greed,Hold
2145,2023-12-20,43652.25,74.0,Greed,Hold
2146,2023-12-21,43869.15234375,70.0,Greed,Hold
2147,2023-12-22,43997.90234375,74.0,Greed,Hold
2148,2023-12-23,43739.54296875,70.0,Greed,Hold
2149,2023-12-24,43016.1171875,71.0,Greed,Hold
2150,2023-12-25,43613.140625,73.0,Greed,Hold
2151,2023-12-26,42520.40234375,71.0,Greed,Hold
2152,2023-12-27,43442.85546875,73.0,Greed,Hold
2153,2023-12-28,42627.85546875,73.0,Greed,Hold
2154,2023-12-29,42099.40234375,65.0,Greed,Hold
2155,2023-12-30,42156.90234375,68.0,Greed,Hold
2156,2023-12-31,42265.1875,67.0,Greed,Hold
2157,2024-01-01,44167.33203125,65.0,Greed,Hold
2158,2024-01-02,44957.96875,71.0,Greed,Hold
2159,2024-01-03,42848.17578125,70.0,Greed,Hold
2160,2024-01-04,44179.921875,68.0,Greed,Hold
2161,2024-01-05,44162.69140625,72.0,Greed,Hold
2162,2024-01-06,43989.1953125,70.0,Greed,Hold
2163,2024-01-07,43943.09765625,71.0,Greed,Hold
2164,2024-01-08,46970.50390625,71.0,Greed,Hold
2165,2024-01-09,46139.73046875,76.0,Extreme Greed,Hold
2166,2024-01-10,46627.77734375,73.0,Greed,Hold
2167,2024-01-11,46368.5859375,76.0,Extreme Greed,Hold
2168,2024-01-12,42853.16796875,71.0,Greed,Hold
2169,2024-01-13,42842.3828125,64.0,Greed,Hold
2170,2024-01-14,41796.26953125,60.0,Greed,Hold
2171,2024-01-15,42511.96875,52.0,Neutral,Hold
2172,2024-01-16,43154.9453125,64.0,Greed,Hold
2173,2024-01-17,42742.65234375,60.0,Greed,Hold
2174,2024-01-18,41262.05859375,63.0,Greed,Hold
2175,2024-01-19,41618.40625,51.0,Neutral,Hold
2176,2024-01-20,41665.5859375,52.0,Neutral,Hold
2177,2024-01-21,41545.78515625,56.0,Greed,Hold
2178,2024-01-22,39507.3671875,55.0,Greed,Hold
2179,2024-01-23,39845.55078125,50.0,Neutral,Hold
2180,2024-01-24,40077.07421875,48.0,Neutral,Hold
2181,2024-01-25,39933.80859375,52.0,Neutral,Hold
2182,2024-01-26,41816.87109375,49.0,Neutral,Hold
2183,2024-01-27,42120.0546875,55.0,Greed,Hold
2184,2024-01-28,42035.59375,54.0,Neutral,Hold
2185,2024-01-29,43288.24609375,55.0,Greed,Hold
2186,2024-01-30,42952.609375,61.0,Greed,Hold
2187,2024-01-31,42582.60546875,60.0,Greed,Hold
2188,2024-02-01,43075.7734375,63.0,Greed,Hold
2189,2024-02-02,43185.859375,63.0,Greed,Hold
2190,2024-02-03,42992.25,60.0,Greed,Hold
2191,2024-02-04,42583.58203125,60.0,Greed,Hold
2192,2024-02-05,42658.66796875,60.0,Greed,Hold
2193,2024-02-06,43084.671875,64.0,Greed,Hold
2194,2024-02-07,44318.22265625,62.0,Greed,Hold
2195,2024-02-08,45301.56640625,66.0,Greed,Hold
2196,2024-02-09,47147.19921875,72.0,Greed,Hold
2197,2024-02-10,47771.27734375,74.0,Greed,Hold
2198,2024-02-11,48293.91796875,71.0,Greed,Hold
2199,2024-02-12,49958.22265625,70.0,Greed,Hold
2200,2024-02-13,49742.44140625,79.0,Extreme Greed,Hold
2201,2024-02-14,51826.6953125,74.0,Greed,Hold
2202,2024-02-15,51938.5546875,72.0,Greed,Hold
2203,2024-02-16,52160.203125,72.0,Greed,Hold
2204,2024-02-17,51662.99609375,76.0,Extreme Greed,Hold
2205,2024-02-18,52122.546875,72.0,Greed,Hold
2206,2024-02-19,51779.14453125,75.0,Greed,Hold
2207,2024-02-20,52284.875,72.0,Greed,Hold
2208,2024-02-21,51839.1796875,78.0,Extreme Greed,Hold
2209,2024-02-22,51304.97265625,74.0,Greed,Hold
2210,2024-02-23,50731.94921875,76.0,Extreme Greed,Hold
2211,2024-02-24,51571.1015625,72.0,Greed,Hold
2212,2024-02-25,51733.23828125,74.0,Greed,Hold
2213,2024-02-26,54522.40234375,72.0,Greed,Hold
2214,2024-02-27,57085.37109375,79.0,Extreme Greed,Hold
2215,2024-02-28,62504.7890625,82.0,Extreme Greed,Hold
2216,2024-02-29,61198.3828125,80.0,Extreme Greed,Hold
2217,2024-03-01,62440.6328125,80.0,Extreme Greed,Hold
2218,2024-03-02,62029.84765625,80.0,Extreme Greed,Hold
2219,2024-03-03,63167.37109375,83.0,Extreme Greed,Hold
2220,2024-03-04,68330.4140625,82.0,Extreme Greed,Hold
2221,2024-03-05,63801.19921875,90.0,Extreme Greed,Sell
2222,2024-03-06,66106.8046875,75.0,Greed,Hold
2223,2024-03-07,66925.484375,82.0,Extreme Greed,Hold
2224,2024-03-08,68300.09375,81.0,Extreme Greed,Hold
2225,2024-03-09,68498.8828125,84.0,Extreme Greed,Hold
2226,2024-03-10,69019.7890625,79.0,Extreme Greed,Hold
2227,2024-03-11,72123.90625,82.0,Extreme Greed,Hold
2228,2024-03-12,71481.2890625,81.0,Extreme Greed,Hold
2229,2024-03-13,73083.5,81.0,Extreme Greed,Hold
2230,2024-03-14,71396.59375,88.0,Extreme Greed,Sell
2231,2024-03-15,69403.7734375,83.0,Extreme Greed,Hold
2232,2024-03-16,65315.1171875,81.0,Extreme Greed,Hold
2233,2024-03-17,68390.625,79.0,Extreme Greed,Hold
2234,2024-03-18,67548.59375,77.0,Extreme Greed,Hold
2235,2024-03-19,61912.7734375,79.0,Extreme Greed,Hold
2236,2024-03-20,67913.671875,74.0,Greed,Hold
2237,2024-03-21,65491.390625,78.0,Extreme Greed,Hold
2238,2024-03-22,63778.76171875,75.0,Greed,Hold
2239,2024-03-23,64062.203125,73.0,Greed,Hold
2240,2024-03-24,67234.171875,74.0,Greed,Hold
2241,2024-03-25,69958.8125,75.0,Greed,Hold
2242,2024-03-26,69987.8359375,81.0,Extreme Greed,Hold
2243,2024-03-27,69455.34375,83.0,Extreme Greed,Hold
2244,2024-03-28,70744.953125,80.0,Extreme Greed,Hold
2245,2024-03-29,69892.828125,79.0,Extreme Greed,Hold
2246,2024-03-30,69645.3046875,75.0,Greed,Hold
2247,2024-03-31,71333.6484375,75.0,Greed,Hold
2248,2024-04-01,69702.1484375,79.0,Extreme Greed,Hold
2249,2024-04-02,65446.97265625,79.0,Extreme Greed,Hold
2250,2024-04-03,65980.8125,71.0,Greed,Hold
2251,2024-04-04,68508.84375,70.0,Greed,Hold
2252,2024-04-05,67837.640625,79.0,Extreme Greed,Hold
2253,2024-04-06,68896.109375,75.0,Greed,Hold
2254,2024-04-07,69362.5546875,78.0,Extreme Greed,Hold
2255,2024-04-08,71631.359375,76.0,Extreme Greed,Hold
2256,2024-04-09,69139.015625,80.0,Extreme Greed,Hold
2257,2024-04-10,70587.8828125,78.0,Extreme Greed,Hold
2258,2024-04-11,70060.609375,76.0,Extreme Greed,Hold
2259,2024-04-12,67195.8671875,79.0,Extreme Greed,Hold
2260,2024-04-13,63821.47265625,72.0,Greed,Hold
2261,2024-04-14,65738.7265625,72.0,Greed,Hold
2262,2024-04-15,63426.2109375,74.0,Greed,Hold
2263,2024-04-16,63811.86328125,65.0,Greed,Hold
2264,2024-04-17,61276.69140625,67.0,Greed,Hold
2265,2024-04-18,63512.75390625,57.0,Greed,Hold
2266,2024-04-19,63843.5703125,66.0,Greed,Hold
2267,2024-04-20,64994.44140625,66.0,Greed,Hold
2268,2024-04-21,64926.64453125,72.0,Greed,Hold
2269,2024-04-22,66837.6796875,73.0,Greed,Hold
2270,2024-04-23,66407.2734375,71.0,Greed,Hold
2271,2024-04-24,64276.8984375,72.0,Greed,Hold
2272,2024-04-25,64481.70703125,72.0,Greed,Hold
2273,2024-04-26,63755.3203125,70.0,Greed,Hold
2274,2024-04-27,63419.140625,67.0,Greed,Hold
2275,2024-04-28,63113.23046875,65.0,Greed,Hold
2276,2024-04-29,63841.12109375,67.0,Greed,Hold
2277,2024-04-30,60636.85546875,67.0,Greed,Hold
2278,2024-05-01,58254.01171875,54.0,Neutral,Hold
2279,2024-05-02,59123.43359375,43.0,Fear,Hold
2280,2024-05-03,62889.8359375,48.0,Neutral,Hold
2281,2024-05-04,63891.47265625,67.0,Greed,Hold
2282,2024-05-05,64031.1328125,69.0,Greed,Hold
2283,2024-05-06,63161.94921875,71.0,Greed,Hold
2284,2024-05-07,62334.81640625,68.0,Greed,Hold
2285,2024-05-08,61187.94140625,64.0,Greed,Hold
2286,2024-05-09,63049.9609375,55.0,Greed,Hold
2287,2024-05-10,60792.77734375,66.0,Greed,Hold
2288,2024-05-11,60793.7109375,53.0,Neutral,Hold
2289,2024-05-12,61448.39453125,56.0,Greed,Hold
2290,2024-05-13,62901.44921875,57.0,Greed,Hold
2291,2024-05-14,61552.7890625,66.0,Greed,Hold
2292,2024-05-15,66267.4921875,64.0,Greed,Hold
2293,2024-05-16,65231.58203125,70.0,Greed,Hold
2294,2024-05-17,67051.875,74.0,Greed,Hold
2295,2024-05-18,66940.8046875,73.0,Greed,Hold
2296,2024-05-19,66278.3671875,72.0,Greed,Hold
2297,2024-05-20,71448.1953125,70.0,Greed,Hold
2298,2024-05-21,70136.53125,76.0,Extreme Greed,Hold
2299,2024-05-22,69122.3359375,76.0,Extreme Greed,Hold
2300,2024-05-23,67929.5625,76.0,Extreme Greed,Hold
2301,2024-05-24,68526.1015625,74.0,Greed,Hold
2302,2024-05-25,69265.9453125,76.0,Extreme Greed,Hold
2303,2024-05-26,68518.09375,75.0,Greed,Hold
2304,2024-05-27,69394.5546875,74.0,Greed,Hold
2305,2024-05-28,68296.21875,72.0,Greed,Hold
2306,2024-05-29,67578.09375,72.0,Greed,Hold
2307,2024-05-30,68364.9921875,73.0,Greed,Hold
2308,2024-05-31,67491.4140625,73.0,Greed,Hold
2309,2024-06-01,67706.9375,72.0,Greed,Hold
2310,2024-06-02,67751.6015625,73.0,Greed,Hold
2311,2024-06-03,68804.78125,73.0,Greed,Hold
2312,2024-06-04,70567.765625,73.0,Greed,Hold
2313,2024-06-05,71082.8203125,75.0,Greed,Hold
2314,2024-06-06,70757.1640625,78.0,Extreme Greed,Hold
2315,2024-06-07,69342.5859375,77.0,Extreme Greed,Hold
2316,2024-06-08,69305.7734375,72.0,Greed,Hold
2317,2024-06-09,69647.9921875,75.0,Greed,Hold
2318,2024-06-10,69512.28125,72.0,Greed,Hold
2319,2024-06-11,67332.03125,74.0,Greed,Hold
2320,2024-06-12,68241.1875,72.0,Greed,Hold
2321,2024-06-13,66756.3984375,70.0,Greed,Hold
2322,2024-06-14,66011.09375,74.0,Greed,Hold
2323,2024-06-15,66191.0,74.0,Greed,Hold
2324,2024-06-16,66639.046875,71.0,Greed,Hold
2325,2024-06-17,66490.296875,71.0,Greed,Hold
2326,2024-06-18,65140.74609375,74.0,Greed,Hold
2327,2024-06-19,64960.296875,64.0,Greed,Hold
2328,2024-06-20,64828.65625,60.0,Greed,Hold
2329,2024-06-21,64096.19921875,63.0,Greed,Hold
2330,2024-06-22,64252.578125,53.0,Neutral,Hold
2331,2024-06-23,63180.796875,55.0,Greed,Hold
2332,2024-06-24,60277.4140625,51.0,Neutral,Hold
2333,2024-06-25,61804.640625,30.0,Fear,Hold
2334,2024-06-26,60811.27734375,46.0,Fear,Hold
2335,2024-06-27,61604.80078125,40.0,Fear,Hold
2336,2024-06-28,60320.13671875,47.0,Neutral,Hold
2337,2024-06-29,60887.37890625,30.0,Fear,Hold
2338,2024-06-30,62678.29296875,47.0,Neutral,Hold
2339,2024-07-01,62851.98046875,53.0,Neutral,Hold
2340,2024-07-02,62029.015625,51.0,Neutral,Hold
2341,2024-07-03,60173.921875,50.0,Neutral,Hold
2342,2024-07-04,56977.703125,44.0,Fear,Hold
2343,2024-07-05,56662.375,29.0,Fear,Hold
2344,2024-07-06,58303.5390625,26.0,Fear,Hold
2345,2024-07-07,55849.109375,29.0,Fear,Hold
2346,2024-07-08,56705.09765625,28.0,Fear,Hold
2347,2024-07-09,58009.2265625,27.0,Fear,Hold
2348,2024-07-10,57742.49609375,28.0,Fear,Hold
2349,2024-07-11,57344.9140625,29.0,Fear,Hold
2350,2024-07-12,57899.46484375,25.0,Extreme Fear,Hold
2351,2024-07-13,59231.953125,25.0,Extreme Fear,Hold
2352,2024-07-14,60787.79296875,33.0,Fear,Hold
2353,2024-07-15,64870.15234375,52.0,Neutral,Hold
2354,2024-07-16,65097.1484375,65.0,Greed,Hold
2355,2024-07-17,64118.79296875,69.0,Greed,Hold
2356,2024-07-18,63974.06640625,61.0,Greed,Hold
2357,2024-07-19,66710.15625,60.0,Greed,Hold
2358,2024-07-20,67163.6484375,74.0,Greed,Hold
2359,2024-07-21,68154.5234375,74.0,Greed,Hold
2360,2024-07-22,67585.25,70.0,Greed,Hold
2361,2024-07-23,65927.671875,71.0,Greed,Hold
2362,2024-07-24,65372.1328125,69.0,Greed,Hold
2363,2024-07-25,65777.2265625,68.0,Greed,Hold
2364,2024-07-26,67912.0625,68.0,Greed,Hold
2365,2024-07-27,67813.3359375,72.0,Greed,Hold
2366,2024-07-28,68255.8671875,71.0,Greed,Hold
2367,2024-07-29,66819.9140625,74.0,Greed,Hold
2368,2024-07-30,66201.015625,67.0,Greed,Hold
2369,2024-07-31,64619.25,61.0,Greed,Hold
2370,2024-08-01,65357.5,52.0,Neutral,Hold
2371,2024-08-02,61415.06640625,57.0,Greed,Hold
2372,2024-08-03,60680.09375,37.0,Fear,Hold
2373,2024-08-04,58116.9765625,34.0,Fear,Hold
2374,2024-08-05,53991.45703125,26.0,Fear,Hold
2375,2024-08-06,56034.31640625,17.0,Extreme Fear,Hold
2376,2024-08-07,55027.4609375,29.0,Fear,Hold
2377,2024-08-08,61710.13671875,20.0,Extreme Fear,Hold
2378,2024-08-09,60880.11328125,48.0,Neutral,Hold
2379,2024-08-10,60945.8125,40.0,Fear,Hold
2380,2024-08-11,58719.484375,39.0,Fear,Hold
2381,2024-08-12,59354.515625,25.0,Extreme Fear,Hold
2382,2024-08-13,60609.56640625,31.0,Fear,Hold
2383,2024-08-14,58737.26953125,30.0,Fear,Hold
2384,2024-08-15,57560.09765625,29.0,Fear,Hold
2385,2024-08-16,58894.10546875,27.0,Fear,Hold
2386,2024-08-17,59478.97265625,25.0,Extreme Fear,Hold
2387,2024-08-18,58483.96484375,31.0,Fear,Hold
2388,2024-08-19,59493.453125,28.0,Fear,Hold
2389,2024-08-20,59012.79296875,30.0,Fear,Hold
2390,2024-08-21,61175.19140625,26.0,Fear,Hold
2391,2024-08-22,60381.9140625,39.0,Fear,Hold
2392,2024-08-23,64094.35546875,34.0,Fear,Hold
2393,2024-08-24,64178.9921875,56.0,Greed,Hold
2394,2024-08-25,64333.54296875,54.0,Neutral,Hold
2395,2024-08-26,62880.66015625,55.0,Greed,Hold
2396,2024-08-27,59504.1328125,48.0,Neutral,Hold
2397,2024-08-28,59027.625,30.0,Fear,Hold
2398,2024-08-29,59388.1796875,29.0,Fear,Hold
2399,2024-08-30,59119.4765625,34.0,Fear,Hold
2400,2024-08-31,58969.8984375,29.0,Fear,Hold
2401,2024-09-01,57325.48828125,26.0,Fear,Hold
2402,2024-09-02,59112.48046875,26.0,Fear,Hold
2403,2024-09-03,57431.0234375,26.0,Fear,Hold
2404,2024-09-04,57971.5390625,27.0,Fear,Hold
2405,2024-09-05,56160.48828125,29.0,Fear,Hold
2406,2024-09-06,53948.75390625,22.0,Extreme Fear,Hold
2407,2024-09-07,54139.6875,23.0,Extreme Fear,Hold
2408,2024-09-08,54841.56640625,29.0,Fear,Hold
2409,2024-09-09,57019.53515625,26.0,Fear,Hold
2410,2024-09-10,57648.7109375,33.0,Fear,Hold
2411,2024-09-11,57343.171875,37.0,Fear,Hold
2412,2024-09-12,58127.01171875,31.0,Fear,Hold
2413,2024-09-13,60571.30078125,32.0,Fear,Hold
2414,2024-09-14,60005.12109375,50.0,Neutral,Hold
2415,2024-09-15,59182.8359375,51.0,Neutral,Hold
2416,2024-09-16,58192.5078125,39.0,Fear,Hold
2417,2024-09-17,60308.5390625,33.0,Fear,Hold
2418,2024-09-18,61649.6796875,45.0,Fear,Hold
2419,2024-09-19,62940.45703125,49.0,Neutral,Hold
2420,2024-09-20,63192.9765625,54.0,Neutral,Hold
2421,2024-09-21,63394.83984375,54.0,Neutral,Hold
2422,2024-09-22,63648.7109375,52.0,Neutral,Hold
2423,2024-09-23,63329.80078125,50.0,Neutral,Hold
